"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico","data_lancamento"
"1161","Conceitos e Práticas para o Gerenciamento de Desastres no Âmbito Municipal","Gestão Pública","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","30","30","Curso Aberto","O curso aborda conceitos e práticas sobre Gerenciamento de Desastres com foco na atuação no âmbito municipal. A capacitação apresenta conteúdos e metodologias para facilitar o planejamento e a organização das ações de resposta no âmbito local usando características gerenciais baseadas em boas práticas para estruturar e definir desde os primeiros instantes pós-desastre até a fase de recuperação.","Agentes municipais de Proteção e Defesa Civil; Atores envolvidos no Gerenciamento de Desastres, principalmente representantes do Poder Público que atuam no âmbito municipal; e, demais interessados na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," O Gerenciamento de Desastres e seus Impactos no Brasil; Preparação: Articulação e Planejamento; Preparação: do Monitoramento ao Alarme; Resposta e as Ações Emergenciais; Plano de Recuperação.","17/06/24"
"1265","Trilho 2 - Visualizando caminhos para o futuro do município Trilha - Gestão Municipal: Tudo o que você precisa saber para os primeiros 100 dias de mandato","Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","10","365","Curso Aberto","O planejamento começa no presente, e vai além dos ciclos de Planos Plurianuais, planos de governo e eleições. Neste trilho, vamos falar de estratégias de desenvolvimento alinhadas a agendas transversais. Que futuro você quer construir para a sua cidade?","Desenvolvida com foco em gestores públicos municipais responsáveis pela tomada de decisão em políticas públicas. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.","Visualizando caminhos para o futuro do município","29/10/24"
"342","Contabilidade com Foco na Gestão do Patrimônio Público","Água e Saneamento / Gestão Pública / Orçamento e Finanças",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","21","30","Curso Aberto","O curso apresentará o aspecto patrimonial da Contabilidade Aplicada ao Setor Público –CASP. Esse aspecto demonstra conceitos que estão em processo de convergência com as normas internacionais, trazendo, portanto, muitas dúvidas aos contadores e usuários de informações contábeis. Sendo assim, pretendemos apresentar de forma detalhada o tratamento contábil dos diversos itens que compõem o patrimônio público no curso.","Profissionais que trabalham com a gestão do patrimônio público das entidades governamentais. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Elementos das demonstrações contábeis Mensuração das demonstrações contábeis Caixa e equivalentes de caixa, aplicações financeiras, estoques, ativo imobilizado e intangível Créditos a receber Obrigações, provisões, passivos contingentes e ativos contingentes","16/10/20"
"637","Transferências da União: Visão Geral","Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria de Gestão e Inovação (SEGES/MGI)","15","30","Curso Aberto","Participe deste curso e conheça o Transferegov.br! Por meio dele, você vai adquirir conhecimentos gerais sobre a eficiência e a transparência da gestão pública com ações voltadas para a melhoria dos processos de governança e gestão das transferências da União. Aprenda a operacionalizar o Sistema, compartilhando conhecimentos e boas práticas. A partir do diálogo, visamos o fortalecimento dos Programas de Governo e a efetividade das políticas públicas.","Atores envolvidos diretamente e indiretamente no processo de transferências da União (órgãos federais, estaduais, municipais, entidades privadas, órgãos de controle entre outros). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução às Transferências da União Modalidades de Transferências da União Instrumentos utilizados nas Transferências Discricionárias.","12/11/21"
"831","Plano de Segurança de Barragens: guia de instruções","Regulação / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Agência Nacional de Águas e Saneamento Básico","40","60","Curso Aberto","Neste curso você conhecerá a estrutura de um Plano de Segurança de Barragens (PSB), no que se refere aos seus instrumentos, planos, procedimentos, registros de operação, manutenção, monitoramento e, ainda, compreenderá a importância da Revisão Periódica de Segurança de Barragem (RPSB).","Agentes públicos interessados em reconhecer aspectos fundamentais ligados ao Plano de Segurança de Barragens. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Informações Gerais e Documentação Técnica do PSB, da Barragem e do Empreendedor Planos e Procedimentos Registros e Controles Plano de Ação de Emergência (PAE) Revisão Periódica de Segurança DA Barragem (RPSB).","01/11/22"
"971","Educação Patrimonial: currículo, conceito e temas","Educação e Docência","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","IPHAN","10","30","Curso Aberto","Neste curso, por meio da experiência do Distrito Federal, você conhecerá conceitos e marcos normativos da vinculação entre a educação patrimonial e o currículo escolar. Você compreenderá como estabelecer essa relação a partir de uma referência da educação formal e das políticas públicas de patrimônio cultural. Quer saber mais? Inscreva-se!","Agentes públicos, profissionais e estudantes interessados no assunto, em particular, nas questões ligadas à educação patrimonial."," Educação Patrimonial currículo, conceitos e temas","22/11/23"
"780","S2ID - M5 – Plantonista (todos) - Monitoramento","Água e Saneamento / Gestão Pública","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","45","60","Curso Aberto","Neste curso você deve ser capaz de saber utilizar o S2ID para cumprir as funções relacionadas ao monitoramento de áreas de risco de ocorrências de situações de emergência (SE) ou de estado de calamidade pública (ECP), assim como validar registros de desastres de acordo com as atribuições e competências do plantonista.","Destina-se aos usuários federais plantonistas, servidores públicos de qualquer esfera e Poder. Curso aberto, qualquer pessoa pode se inscrever."," Introdução Ações de Monitoramento Criar Monitoramento Finalizar um Monitoramento Editar Monitoramento Buscar Histórico Gerenciar Responsáveis e Instituições Boletim Informativo Passagem de Serviço Validação de Registros","31/03/22"
"652","Termo de Execução Descentralizada: Visão Geral e Atos Preparatórios","Gestão Pública / Governo e Transformação Digital / Orçamento e Finanças","Resolução de problemas com base em dados / Foco nos resultados para os cidadãos / Mentalidade digital / Visão sistêmica / Visão de futuro / Inovação e mudança / Gestão para resultados / Coordenação e colaboração em rede","Enap - Escola Nacional de Administração Pública","Secretaria de Gestão e Inovação (SEGES/MGI)","10","30","Curso Aberto","Neste curso, você terá um panorama do Módulo de Termo de Execução Descentralizada (TED) do Transferegov.br. Também vai ficar por dentro de seus aspectos conceituais e normativos. Além disso, verá os passos a passos sobre os atos preparatórios do TED: perfis de usuários dos órgãos e entidades; registros do programa e do plano de ação; análise do plano de ação; geração do TED; entre outros.","Agentes públicos, empresários e autônomos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Contextualizando o Termo de Execução Descentralizada (TED) Operacionalizando a Fase Inicial do TED no Transferegov.br.","07/12/22"
"357","Análise de Impacto Regulatório: Conceitos Fundamentais","Regulação / Análise e Ciência de Dados / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","10","30","Curso Aberto","Os pontos tratados no Decreto nº 10.411/2020, que regulamenta a Análise de Impacto Regulatório e a torna obrigatória a partir de 2021, integram o conteúdo deste curso, que visa colaborar com a implementação do decreto e esclarecer o processo de elaboração da AIR. O curso foi desenvolvido pelo Ministério da Economia e pela Casa Civil da Presidência da República para facilitar a compreensão dos participantes sobre o tema. Quer saber mais? Faça sua inscrição.","Servidoras e servidores integrantes do Governo Federal, especialmente os que trabalham em áreas ligadas a elaboração de normas. Servidores de outras esferas de governo ou pessoas do setor privado que tenham interesse na Análise de Impacto Regulatório também podem se beneficiar do curso. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Política e análise regulatória Detalhando o decreto nº 10.411/2020 O guia de AIR","29/10/20"
"950","Promoção e Defesa dos Direitos das Pessoas LGBTQIA+","Direitos Humanos e Cidadania / Políticas Sociais","Geração de valor para os usuários / Diversidade e Inclusão","Enap - Escola Nacional de Administração Pública","Ministério dos Direitos Humanos e Cidadania","30","30","Curso Aberto","Para fortalecer a cultura de direitos humanos, a partir do reconhecimento, valorização e respeito à diversidade é necessário compreender os principais desafios vivenciados por pessoas LGBTQIA+. Neste curso, você irá aprender os conceitos, conhecer experiências e aspectos específicos de violências, exclusão, discriminação e desigualdade vividos por pessoas LGBTQIA+, bem como estratégias para a garantia, promoção e defesa de seus direitos.","Pessoas que atuam na garantia, defesa e promoção dos direitos de pessoas LGBTQIA+. Servidoras/es públicas/os de qualquer esfera de poder, profissionais da iniciativa privada e integrantes de movimentos sociais vinculados a instituições, serviços e organizações que atendem ou são demandados pela população LGBTQIA+, bem como pessoas da sociedade em geral."," Identidade de Gênero. Orientação Afetiva-Sexual. Cultura e Políticas Públicas para LGBTQIA+: Avanços e Desafios. Direito ao Corpo e à Saúde Direito à Educação Direito a Trabalho e Renda","15/05/23"
"808","Gerenciamento de Continuidade de Negócios na Administração Pública","Governo e Transformação Digital / Inovação","Mentalidade digital / Inovação e mudança","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","A gestão de crises é um conjunto de práticas que têm como objetivo lidar com problemas inesperados, internos ou externos, que podem causar prejuízos estratégicos, financeiros e operacionais, além de danos à imagem e reputação de uma organização, seja ela pública ou privada. Se você deseja conhecer essas e outras informações imprescindíveis sobre a gestão de crises, faça já sua inscrição neste curso! Venha ser EV.G!","Agentes públicos que atuam nos órgãos e entidades do Sistema de Administração dos Recursos de Tecnologia da Informação (SISP). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Por que estudar Gestão de Crises e Continuidade de Negócios? O Processo de Gerenciamento de Emergências e Crises Como fazer um Plano de Continuidade de Negócios? Avaliando a Maturidade da Gestão de Continuidade de Negócios O Gerenciamento de Continuidade de Negócios na Transformação Digital da Administração Pública.","13/12/22"
"1237","Trilho 1 - Tomando decisões com base na ética Trilha - Ética e integridade pública","Ética",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","60","365","Curso Aberto","Este trilho irá focar na necessidade do servidor público atuar pautado em postura ética a partir de um processo de reflexão.","Desenvolvida com foco em servidoras e servidores públicos em geral. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.","Tomando decisões com base na ética","07/10/24"
"378","Segurança da Informação no contexto da transformação digital","Gestão Pública / Governo e Transformação Digital","Mentalidade digital","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","20","30","Curso Aberto","O curso foi desenvolvido pela Enap em parceria com o Ministério da Economia SGD/ME e integra o Programa Transformação Digital Capacita.gov.br, atendendo ao Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo federal, órgãos e entidades estaduais, distritais e municipais participantes da Rede Nacional de Governo Digital, denominada como rede.gov.br.","Gestores e/ou Analistas em TI ou servidores públicos. Curso aberto, qualquer pessoa pode se inscrever"," Segurança da Informação e a Transformação Digital Política de Segurança da Informação Segurança de Dados Gestão de Riscos.","02/04/21"
"393","A construção dos livros didáticos do PNLD","Educação e Docência",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Educação","30","30","Curso Aberto","Este curso compõe a Trilha de Aprendizagem sobre o Programa Nacional do Livro e Material Didático (PNLD) e apresenta conhecimentos sobre o papel social do livro didático, a importância do PNLD e sobre o fluxo e etapas da produção de conteúdos e livros didáticos. Quer saber mais sobre esse assunto? Faça sua inscrição.","Atores envolvidos nos processos de elaboração e execução do PNLD. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," A História dos Livros Didáticos. O Mundo Editorial antes do edital. O Mundo Editorial depois do edital. A produção gráfica do livro no Brasil. Panorama dos livros didáticos no âmbito do PNLD.","22/03/21"
"625","População em Situação de Rua e o Modelo Moradia Primeiro (Housing First)","Direitos Humanos e Cidadania / Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Ministério dos Direitos Humanos e Cidadania","30","30","Curso Aberto","Devido ao constante crescimento das cidades, tem se tornado cada vez mais comum notar, nos grandes centros urbanos, indivíduos em situação de rua. Nesse curso você aprenderá, primeiramente, a definir quem faz parte da categoria da população em situação de rua. Posteriormente, você estudará o modelo Housing First e suas nuances a fim de pensar a situação de forma resolutiva e completa. Vamos lá?","Destina-se a agentes públicos, sociedade civil e demais interessados. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conceitos básicos: população em situação de rua e as particularidades do modelo etapista Princípios do modelo Moradia Primeiro (Housing First) Estruturação de projetos Moradia Primeiro (Housing First) Suporte e acompanhamento de casos Monitoramento e avaliação do Moradia Primeiro (Housing First).","26/11/21"
"639","Transferências Discricionárias da União: Execução","Transferências Voluntárias",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria de Gestão e Inovação (SEGES/MGI)","20","30","Curso Aberto","Compreenda as principais etapas de execução de um instrumento com recursos advindos das transferências discricionárias da União, seja um convênio, contrato de repasse, termo de colaboração ou de fomento. No Transferegov.br, desvende e aprenda a operacionalizar o passo a passo de cada uma das etapas de execução no Módulo de Transferências Discricionárias. Tudo isso em um único curso!","Usuários do Transferegov.br espalhados em todo território nacional. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","      Preparação para a Execução (Perfil: Convenente/Recebedor);      Liberação de Recursos;      Registros do Contrato, dos Credores e do Documento de Liquidação;      Pagamento de fornecedores por meio da Ordem Bancária de Transferência Voluntária (OBTV);      Acompanhamento e Fiscalização;      Relatórios de Execução;      Instrumentos Aditivos e de Ajuste.","31/03/22"
"206","Pró-Gestão RPPS","Aposentadoria e Previdência / Gestão de Pessoas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","O curso “Pró-Gestão RPPS” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 6 (seis) módulos que abordam os conceitos do modelo de gestão para os RPPS proposto pela Secretaria de Previdência, suas dimensões e como implementar os requisitos para buscar a certificação institucional.","Gestores, Técnicos e Conselheiros dos Regimes Próprios de Previdência Social - RPPS. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Considerações iniciais sobre o modelo Pró-Gestão RPPS 1.1 Perspectiva histórica do Pró-Gestão RPPS 1.2 Conceitos e definições básicas Aspectos gerais do Pró-Gestão RPPS 2.1 Objetivos 2.2 Dimensões 2.3 Níveis de aderência 2.4 Adesão ao Programa 2.5 Regularidade Previdenciária 2.6 Temporalidade Dimensão – Controles Internos 3.1 Ações Dimensão – governança corporativa 4.1 Ações Dimensão – Educação Previdenciária 5.1 Ações Implementação do Pró-Gestão RPPS 6.1 Certificação 6.2 Atuação das entidades certificadoras 6.3 Passos para implementação 6.4 Monitoramento das ações do Pró-Gestão RPPS ","18/04/19"
"854","Misturas Asfálticas - Conceituação, Materiais e Dosagem","Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","Departamento Nacional de Infraestrutura de Transportes","30","30","Curso Aberto","Este curso apresenta os conceitos e as principais informações relacionados às misturas asfálticas. Aprenda mais sobre as especificações, os tipos de ligantes e de revestimentos asfálticos existentes e conheça também os métodos aplicados à dosagem dessas misturas. Inscreva-se!","Agentes públicos que atuam na área de infraestrutura de transportes rodoviários. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conceitos Gerais Tipos de Ligantes Asfálticos Tipos de Revestimentos Asfálticos Dosagem de Misturas Asfálticas.","07/07/22"
"273","Acessibilidade em espaços urbanos","Direitos Humanos e Cidadania / Gestão Pública","Diversidade e Inclusão","Enap - Escola Nacional de Administração Pública","Ministério dos Direitos Humanos e Cidadania","16","30","Curso Aberto","Planejamento e projeto urbano são importantes para a criação de cidades mais acessíveis e inclusivas para todos. Neste curso, você poderá conhecer as diretrizes e exemplos de soluções para fundamentar avaliações e projetos de acessibilidade em nossas cidades, de acordo com a legislação brasileira.","Corpo técnico do Poder Público e profissionais liberais, responsáveis por análises, desenvolvimento, implantação, aprovação e/ou fiscalização de leis e projetos na esfera urbana. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Cidades são para Todos Mobilidade Urbana e Acessibilidade Acessibilidade nos Sistemas de Transporte Acessibilidade Espacial em Áreas Livres Públicas de Lazer","28/10/20"
"707","Gestión Personal - Base del Liderazgo","Desenvolvimento Pessoal / Gestão de Pessoas / Liderança",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","50","60","Curso Aberto","La base de la gestión personal es el autoconocimiento. El curso, permite al alumno reflexionar sobre sus virtudes, fortalezas de carácter, valores personales, motivadores intrínsecos del trabajo y perfil de comportamiento. La reflexión permite a los estudiantes organizar estrategias de mejora en su vida laboral y personal, a través de instrumentos que estarán disponibles a lo largo del curso. En este sentido, el curso será de suma importancia para los profesionales que deseen obtener un estado de conciencia en relación a los medios viables para lograr un determinado objetivo.","El curso Gestión Personal ? Base del Liderazgo es dirigido, preferencialmente, a los gestores públicos. Cualquiera puede realizar el curso."," Desarrollo Biopsicosocial Y Dimensión Biológica Dimensiones Psicológicas y Perfil Comportamental Dimensión Social y Desarrollo Integrativo Mentalidad y aspectos relacionados a Psicologia Positiva Virtudes, Fuerzas de Carácter, Creencias y Valores Personales Técnicas de Coaching","15/10/21"
"718","Gestão participativa nas cidades","Direitos Humanos e Cidadania / Transparência, Controle e Participação / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Fundação CEPERJ","12","30","Curso Aberto","A gestão participativa é um importante processo que colabora para o compartilhamento de decisões no âmbito da administração pública. A atuação de diferentes atores nesse processo, como a sociedade civil, é fundamental. Conhecer os seus princípios, os envolvidos, os mecanismos e o seu funcionamento é imprescindível para tornar efetiva sua implementação. Saiba mais sobre o assunto. Inscreva-se!","Curso aberto, qualquer pessoa interessada na temática pode se inscrever."," Os filósofos do passado e a reflexão sobre as cidades. Governança Pública. Planejamento Estratégico.","18/02/22"
"1076","Educação Financeira Pessoal","Desenvolvimento Pessoal","Foco nos resultados para os cidadãos / Autoconhecimento e desenvolvimento pessoal","Enap - Escola Nacional de Administração Pública","Banco Central do Brasil","40","60","Curso Aberto","Esse curso prepara você para lidar melhor com seu dinheiro, por meio do tripé de educação financeira “PLA-POU-CRÉ”: PLAnejar o uso do dinheiro, POUpar ativamente e usar o CRÉdito de forma responsável. Embora desenvolvido com foco em educadores e gestores escolares, pode ser feito por qualquer pessoa interessada em melhorar a gestão de suas finanças pessoais e realizar sonhos!","Qualquer pessoa interessada em aprender a lidar melhor com seu dinheiro pode se inscrever. Alguns conteúdos e exemplos estarão focados no contexto da educação, pois esse curso é complementar à Formação de Gestores Escolares do Aprender Valor, o programa de Educação Financeira nas Escolas desenvolvido pelo Banco Central do Brasil. Curso aberto, gratuito e com certificado."," Nossa Relação com o dinheiro Planejar, poupar e usar crédito","20/05/24"
"74","Sistema Eletrônico de Informações - SEI! USAR","Transparência, Controle e Participação / Gestão Pública / Governo e Transformação Digital / Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Unicorreios","20","30","Curso Aberto","Este curso apresenta as principais funcionalidades do Sistema Eletrônico de Informações (SEI), utilizado na Administração Pública federal para aprimorar a gestão documental e facilitar o acesso de servidores e cidadãos às informações institucionais, propiciando celeridade, segurança e economicidade. O objetivo do curso é capacitar as pessoas que atuam na gestão de documentos para utilizar o SEI e usufruir dos seus benefícios no dia a dia de trabalho.","Agentes públicos das esferas de governo federal, estadual e municipal que tenham atuação na gestão de documentos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1 Introdução 1.1 Acesso ao Sistema 1.2 Elementos da tela inicial 1.3 Recebimento e atribuição de processos 1.4 Inclusão de Anotações 2 Operações com processos 2.1 Criação, abertura e exclusão 2.2 Relacionamento e anexação 2.3 Sobrestamento, duplicação e envio 2.4 Conclusão, Retorno programado e Pontos de controle 3 Operações com documentos 3.1 Criação e edição 3.2 Barra de ferramentas 3.3 Assinatura 3.4 Padrões e modelos 3.5 Documentos externos 3.6 Exclusão e cancelamento 3.7 Manifestação de Ciência 4 Utilização de Blocos 4.1 Assinatura em unidades diferentes 4.2 Consultas 4.3 Visualização de minutas em Blocos de Reunião 4.4 Inclusão e visualização de processos em Blocos Internos 5 Recuperação de informações 5.1 Histórico do processo 5.2 Acompanhamento Especial 5.3 Reabertura de processos 5.4 Exportação de documentos 5.5 Base de conhecimentos e estatística de processos 6 Usuários Externos 6.1 Cadastro 6.2 Visualização e assinatura de processos 6.3 Envio de mensagens eletrônicas","23/08/16"
"445","Uso de Mídias Sociais na Comunicação Institucional","Comunicação","Mentalidade digital / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","O uso de mídias sociais nas instituições públicas tem sido um elemento importante na comunicação com o público no cenário digital. Este curso apresenta os principais aspectos da comunicação e uma visão geral sobre a aplicação das redes sociais no ambiente institucional, com dicas e estratégias que podem ser utilizadas nesse tipo de atividade. Faça sua inscrição para saber mais!","Agentes públicos que atuam ou que tenham interesse em conhecer como utilizar as mídias sociais na comunicação institucional de suas instituições."," Visão Geral sobre Comunicação Panorama das Redes Sociais Planejamento em Redes Sociais Noções de Direção de Criação Resumo das Estratégias.","30/12/22"
"888","Sinalização Viária","Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","Departamento Nacional de Infraestrutura de Transportes","30","30","Curso Aberto","Neste curso, você aprenderá técnicas sobre como uma via deve ser adequadamente sinalizada para proporcionar conforto e segurança aos usuários que nela transitam, a partir de conceitos básicos necessários ao desenvolvimento de projetos e estudos sobre sinalização viária e dispositivos de segurança em obras de infraestrutura rodoviária.","Profissionais dos órgãos e entidades da Administração Federal direta, autárquica e fundacional ou interessados no assunto. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conceitos gerais sobre Segurança Viária Aspectos Legais e Normativos Sinalização viária e dispositivos de segurança Projetos de Sinalização Caracterização dos Materiais e Fiscalização","27/12/22"
"104","Introdução à Gestão de Projetos","Excelência na Entrega de Serviços / Estratégia e Planejamento / Gestão Pública / Governo e Transformação Digital","Gestão para resultados","Enap - Escola Nacional de Administração Pública","Conselho Nacional de Justiça","20","30","Curso Aberto","A capacitação tem como referência o Guia PMBOK 5° Edição, publicado pelo instituto PMI - Project Management Institute (2013), que reúne as melhores práticas na área de gerenciamento de projetos, com base em experiências de empresas de diferentes segmentos, públicas ou privadas, bem como apresentar outros métodos elaborados pela Administração Pública.","Agentes públicos federais, municipais e estaduais que atuem no gerenciamento de projetos das organizações. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1 Contextualização 1.1 História do gerenciamento de projetos1.2 Fontes de conhecimento sobre gerenciamento de projetos1.3 Projeto e Operação1.4 Gerenciamento de projetos1.5 Programa e Portfólio 2 Conceitos básicos 2.1 Partes interessadas2.2 Competências necessárias ao líder/gerente de projetos2.3 Estilos de gerência2.4 Estrutura organizacional2.5 Escritório de gerenciamento de projetos2.6 Áreas de conhecimento e grupos de processos2.7 Ciclo de vida de um projeto2.8 Fases do projeto2.9 Metodologias e ferramentas 3 Grupos de processos e gerenciamento de projetos 3.1 Iniciação do projeto3.2 Planejamento3.3 Execução3.4 Monitoramento e Controle3.5 Encerramento","15/04/14"
"1135","Seleção de lideranças: como escolher as melhores pessoas","Gestão de Pessoas","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","Neste curso, você conhecerá boas práticas, técnicas e ferramentas na realização de processos seletivos, etapas avaliativas incluindo a avaliação de competências comportamentais, entrevista técnica e final, como fazer a escolha da pessoa candidata e a importância do feedback em processos seletivos. Saiba mais e inscreva-se.","Pessoas servidoras públicas que atuem como gestoras de Recursos Humanos ou desempenham papel direto no subsistema de recrutamento e seleção, ou público em geral que tenham interesse na temática."," Contextualização Planejamento do Processo Seletivo Entrevistas O Processo de Seleção","29/04/24"
"867","Aspectos técnicos dos extremos geo-hidrológicos no país e as diferenças regionais","Políticas Públicas / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","60","60","Curso Aberto","Neste curso, você conhecerá os processos de formação dos eventos geo-hidrológicos, os conceitos, métodos e ferramentas utilizados na sua previsão, e os seus impactos nas diferentes regiões do Brasil, para melhor interpretar os boletins, alertas, relatórios e demais produtos fornecidos pelos órgãos competentes.","Agentes de proteção e defesa civil dos estados e municípios; a sociedade civil e interessados na temática de gestão de risco e de desastres. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," O Ciclo Hidrológico e seus Impactos nas Cidades Componentes de Tempo e Clima Extremos Geo-Hidrológicos A Dinâmica das Bacias Hidrográficas Previsão de Eventos Hidrológicos Processos de Movimentos Massa Limiares Diferenças Regionais dos Eventos Geo-Hidrológicos","05/09/22"
"671","Avaliação de Bens e Imóveis com Foco no Método Evolutivo","Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria de Gestão do Patrimônio da União","25","30","Curso Aberto","Já parou para pensar sobre os princípios básicos que regem o mercado de imóveis? Conhece a legislação e os normativos que o regulam? Se você nunca pensou sobre isso, esta é uma ótima oportunidade para se capacitar e entender na prática como funciona uma avaliação planejada com foco no Método Evolutivo. Que tal aprender a reconhecer as ferramentas que subsidiam a utilização desse Método?","Servidores federais, principalmente, do Poder Executivo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução à Avaliação de Imóveis Conceitos e Noções Básicas de Estatísticas Aplicadas na Avaliação de Imóveis Metodologias Avaliatórias Método Comparativo Direto de Dados de Mercado (MCDDM) Método da Quantificação do Custo Avaliação de Imóveis pelo Método Evolutivo.","11/03/22"
"212","Siafi Básico","Gestão Pública / Orçamento e Finanças / Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria do Tesouro Nacional","35","60","Curso Aberto","O curso apresenta uma visão geral sobre o Sistema Integrado de Administração Financeira do Governo Federal para que o participante domine os principais conceitos, estrutura e algumas funcionalidades básicas do sistema.","Servidores públicos que trabalham na área de acompanhamento e execução orçamentária e financeira. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Aspectos gerais Utilização do Sistema Módulo Comunica","18/11/19"
"1081","Gestão de Cidades e Contexto da Infraestrutura Urbana","Estratégia e Planejamento / Gestão Pública / Inovação / Infraestrutura","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","IPGC","15","30","Curso Aberto","Neste curso, você conhecerá os principais arranjos do planejamento e da gestão de cidades na área de infraestrutura social e urbana. São apresentados conceitos e instrumentos públicos relacionados ao tema e abordados os aspectos gerais do orçamento público e do ciclo orçamentário. O curso foi desenvolvido pelo Instituto de Planejamento e Gestão de Cidades (IPGC) e pela Fundação João Pinheiro (FJP)","Gestores públicos municipais, servidores públicos de qualquer esfera e poder, bem como cidadãos em geral."," Gestão de Cidades e Contexto da Infraestrutura Urbana ","15/03/24"
"1022","Governança Colaborativa para a Primeira Infância","Estratégia e Planejamento","Foco nos resultados para os cidadãos / Visão de futuro","Enap - Escola Nacional de Administração Pública","Fundação Maria Cecilia Souto Vidigal","25","30","Curso Aberto","Neste curso, você terá a oportunidade de conhecer e experimentar estratégias de Governança Colaborativa para a Primeira Infância com o objetivo de fortalecer a relação federativa entre estados e municípios na promoção de políticas públicas para a Primeira Infância. Serão abordados temas como a trajetória da Primeira Infância no Brasil, a definição e aplicação da Governança Colaborativa e seu respectivo tripé de formulação. O curso também discutirá a sustentabilidade temporal das políticas e apresentará um modelo prático de implementação do modelo de governança.","Gestores públicos e técnicos das secretarias estaduais que atuem com o tema de primeira infância. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução às políticas de Primeira Infância. O tripé da Governança Colaborativa da política da Primeira Infância. Implementação da política estadual colaborativa da Primeira Infância: desafios e fatores de sucesso","23/10/23"
