"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico"
"201","Censo Cadastral Previdenciário","Aposentadoria e Previdência / Gestão de Pessoas",NULL,"Enap - Escola Nacional de Administração Pública","Previdência Social","30","30","Curso Aberto","O curso “Censo Cadastral Previdenciário para os RPPS utilizando o SIGEV/Gestão” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 4 (quatro) módulos que abordam todas as fases de planejamento e execução para a criação e a manutenção de um banco de dados atualizado, utilizando a ferramenta SIPREV/Gestão.","Gestores, Técnicos e Conselheiros dos Regimes Próprios de Previdência Social - RPPS. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Módulo 1: Tópicos Iniciais sobre Censo Cadastral Módulo 2: Fases do Planejamento do censo cadastral previdenciário Módulo 3: Fases da execução do censo cadastral previdenciário Módulo 4: Fases Pós-Censo Cadastral Previdenciário"
"800","Big Data em Apoio à Tomada de Decisão","Análise e Ciência de Dados / Inovação","Resolução de problemas com base em dados / Mentalidade digital / Visão sistêmica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","29","Curso Aberto","Apresentação: Você já se perguntou como empresas e instituições conseguem lidar com grandes volumes de informações geradas diariamente? Neste curso, você conhecerá conceitos básicos do Big Data, suas aplicações e como esses dados podem ser utilizados para tomada de decisões estratégicas no contexto do setor público. Inscreva já para saber mais sobre esse assunto.","Gestores públicos e servidores técnicos interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Conhecendo o Big Data;Módulo 2: A Gestão de Dados em Big Data;Módulo 3: O Uso dos Dados na Prática: o que Fazer?;Módulo 4: O Big Data em Tomadas de Decisões no Serviço Público;Módulo 5: Utilizando o Big Data no Serviço Público."
"945","Novo Regime Fiscal e o Teto de Gastos","Orçamento e Finanças","Visão sistêmica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","Neste curso, você compreenderá os conceitos básicos do processo orçamentário, como quais são as classificações orçamentárias e noções da programação orçamentária e financeira do governo federal. Além disso, você conhecerá as principais regras fiscais aplicadas no Brasil e no mundo e alguns detalhes do novo arcabouço fiscal. Saiba mais, inscreva-se!","Servidores públicos estaduais e municipais, além de profissionais e demais interessados na área. Curso aberto, gratuito e com certificado; qualquer pessoa pode se inscrever.","Módulo 1: Noções de Finanças Públicas;Módulo 2: Regras Fiscais;"
"537","UX: Como Melhorar a Experiência do Usuário no Serviço Público Digital","Governo e Transformação Digital / Inovação / Gestão da Informação e do Conhecimento","Visão sistêmica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","20","Curso Aberto","Hoje, inúmeros serviços são acessados pelos meios digitais, e é necessário unificar esses recursos. Você conhece o papel do design centrado no usuário? Sabia que é possível otimizar as interações entre pessoas e computadores? Inscreva-se e venha conhecer a Experiência do Usuário e sua aplicabilidade, que vai além das interfaces digitais e serve para todos os tipos de serviços, produtos e máquinas. Vamos lá?","Agentes públicos e profissionais interessados em Design Centrado no Usuário. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução à Experiência de Usuário;Módulo 2: A prática da Experiência do Usuário;Módulo 3: A Experiência do Usuário nos Serviços Públicos."
"771","Mídias para Educação: produção de vídeos e lives com qualidade","Comunicação","Mentalidade digital / Engajamento de pessoas e equipes / Comunicação","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","20","Curso Aberto","Neste curso, você irá conhecer algumas das técnicas mais utilizadas para engajar e encantar públicos e despertar o interesse de todos, a partir de produções audiovisuais educacionais e de práticas de storytelling.","Servidoras e servidores que desejam produzir conteúdo audiovisual (síncrono, no formato de lives e assíncrono no formato de vídeos) com qualidade de áudio e vídeo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Linguagem audiovisualMódulo 2: Recursos técnicosMódulo 3: Publicação e plataformas"
"504","Gestão de Políticas Públicas para Pequenos Negócios","Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","40","30","Curso Aberto","O curso busca formular, desenvolver ou avaliar políticas públicas destinadas aos pequenos negócios em seu espaço de atuação, apresentando os principais elementos que compõe a dinâmica desses empreendimentos, permitindo visualizar as dimensões relacionadas ao aprimoramento desses negócios, além dos possíveis resultados obtidos ao apoiá-los.","Gestoras e gestores que tenham como atividade formular, desenvolver ou avaliar políticas públicas destinadas aos pequenos negócios em seu espaço de atuação. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Pequenos negócios: conceitos e contexto.Módulo 2: Ambiente, competitividade, território e suas relações com os pequenos negócios.Módulo 3: Plano de desenvolvimento econômico.Módulo 4: Atendimento ao empresário, às associações e cooperativas: etapas e procedimentos."
"202","Critérios do Certificado de Regularidade Previdenciária - CRP","Aposentadoria e Previdência / Gestão de Pessoas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","60","40","Curso Aberto","O curso “Critérios do Certificado de Regularidade Previdenciária - CRP” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 7 (sete) módulos que abordam de forma detalhada, a base legal, os critérios para a obtenção do CRP e medidas para a manutenção da sua regularidade.","Gestores, Técnicos e Conselheiros dos Regimes Próprios de Previdência Social - RPPS. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Módulo 1: Certificado de Regularidade Previdenciária Módulo 2: Critérios relacionados ao acompanhamento legal Módulo 3: Caráter Contributivo Módulo 4: Informações Contábeis do RPPS Módulo 5: Investimentos Módulo 6: Critérios relacionados ao Equilíbrio Financeiro e Atuarial Módulo 7: Auditoria e Contencioso"
"951","Marco Legal das Startups - Contratando Inovação no Setor Público","Gestão Pública / Governo e Transformação Digital / Inovação","Foco nos resultados para os cidadãos / Mentalidade digital / Visão sistêmica / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","25","30","Curso Aberto","Neste curso, você compreenderá a necessidade de repensar os métodos públicos para promover a inovação e conhecerá aspectos do Marco Legal da Startups e os principais conceitos, instrumentos e procedimentos aplicados à contratação de soluções inovadoras na Administração Pública. Além disso, conhecerá boas práticas relacionadas a esse tipo de contratação. Quer saber mais? Inscreva-se.","Agentes públicos que trabalham com licitações e contratos públicos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Aspectos Relevantes sobre Inovação;Módulo 2: O Contrato Público de Solução Inovadora: Previsões Normativas e Etapas da Contratação;Módulo 3: Boas Práticas nas Contratações de Inovação."
"935","Governo Integrado: Como Construí-lo?","Excelência na Entrega de Serviços / Governo e Transformação Digital / Inovação","Resolução de problemas com base em dados / Foco nos resultados para os cidadãos / Mentalidade digital / Visão sistêmica / Visão de futuro / Inovação e mudança / Geração de valor para os usuários / Coordenação e colaboração em rede","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","Gestores de serviços públicos ou políticas públicas, executivos, analistas de TI, curadores de dados e analistas/cientistas de dados ou servidores públicos interessados em ampliar seus conhecimentos sobre transformação digital e governo integrado. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Gestores de serviços públicos ou políticas públicas, executivos, analistas de TI ou servidores públicos interessados em ampliar seus conhecimentos sobre transformação digital e governo integrado. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Conhecendo um Governo Digital;Módulo 2: Integração e Interoperabilidade: Conceitos para um Governo Integrado;Módulo 3: Os Normativos e Orientações para um Governo Integrado;Módulo 4: Aspectos Práticos da Integração;Módulo 5: Governo Integrado com a Sociedade;Módulo 6: A Integração e Interoperabilidade na Administração Pública."
"281","Estruturas de Gestão Pública","Água e Saneamento / Gestão Pública","Visão sistêmica","Tribunal de Contas da União","Tribunal de Contas da União","30","30","Curso Aberto","Neste curso você verá um pouco da estrutura e funcionamento da Administração Pública Federal. Esperamos que, ao final do curso, você se sinta capaz de identificar as diversas funções das instituições e os diversos papéis dos agentes públicos na estrutura da Administração Pública, bem como os responsáveis por atos administrativos referentes aos bens e dinheiros públicos","Servidores públicos e cidadãos em geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Aula 1 – Estruturas da Administração Pública Federal Aula 2 – Ciclo de gestão na Administração Pública Federal Aula 3 – Descentralização de atividade Aula 4 – Estado Regulador Aula 5 – Atuação do TCU e sua relação com os Poderes da União"
"871","Introdução à Aplicação do Plano de Contratação Anual","Políticas Públicas / Gestão de Pessoas / Gestão Pública","Foco nos resultados para os cidadãos / Gestão para resultados","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","20","Curso Aberto","O Plano de Contratações Anual (PCA) é uma ferramenta de governança que consolida todas as contratações que um Órgão pretende realizar no ano subsequente. O PCA possibilita ter uma visão sistêmica sobre todas as demandas de compras do Governo. Quer ver como? Faça já sua inscrição neste curso e se aprofunde mais nesta temática! Venha ser EV.G!","Áreas requisitantes, gestores, área de contratação e demais agentes públicos que atuem na etapa de planejamento das contratações. Curso aberto, qualquer pessoa pode se inscrever.","Módulo 1: Introdução ao Planejamento de Contratações Anual;Módulo 2: Conhecendo as Etapas do PCA e seu Processo de Aplicação;Módulo 3: O Sistema de Planejamento e Gerenciamento das Contratações – SPGC."
"626","Emotional Intelligence","Desenvolvimento Pessoal / Gestão de Pessoas / Liderança",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","50","40","Curso Aberto","Excellent emotional management is the possibility of human beings to self-manage their emotions and express them in a functional way to themselves and in society, which allows the construction of a growth mentality and, from this, acting in a productive and congruent way in their careers and personal lives. Are you interested in developing metacognition and emotional management skills? Sign up! Available in portuguese and spanish versions.","Public agents who, in a leadership position, need to know and execute strategies to deal with personal and interpersonal emotions. Open course, anyone can apply.","Module 1: Management of personal emotions;Module 2: Managing emotions in interpersonal relationships;Module 3: Positive work environment;Module 4: Positive leadership."
"905","Avaliação Socioeconômica de Projetos de Infraestrutura","Estratégia e Planejamento / Infraestrutura / Economia",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria de Competitividade e Política Regulatória","20","20","Curso Aberto","Este curso aborda, com base no Guia ACB, publicado pelo Ministério da Economia em 2022, conhecimentos teóricos e práticos referentes à análise socioeconômica de custo-benefício, para aplicação em projetos e programas de investimento em infraestrutura de grande porte.","Servidores públicos e demais profissionais envolvidos na preparação e avaliação de projetos de investimento em infraestrutura. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Fundamentos para IntervençãoMódulo 2: Requisitos InformacionaisMódulo 3: Estimativas de Custos, Benefícios e ExternalidadesMódulo 4: Indicadores de ViabilidadeMódulo 5: Análise de RiscoMódulo 6: Análise Distributiva e Alternativas de Implementação"
"860","Compras sustentáveis e a nova lei de licitações","Água e Saneamento / Logística e Compras Públicas","Visão de futuro / Inovação e mudança / Geração de valor para os usuários / Autoconhecimento e desenvolvimento pessoal","Enap - Escola Nacional de Administração Pública","Tribunal de Contas da União","20","20","Curso Aberto","Este curso tratará dos principais conceitos e da fundamentação para a promoção da sustentabilidade no setor público. Você conhecerá o processo de planejamento para uma contratação pública sustentável, compreenderá os principais requisitos da sustentabilidade para realização de compras sustentáveis pela administração pública e a aplicabilidade da nova lei de licitações nesse contexto. Inscreva-se.","Servidores públicos de qualquer esfera e Poder interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: SustentabilidadeMódulo 2: Planejamento da contratação públicaMódulo 3: Licitações públicas e a nova Lei de LicitaçõesMódulo 4: Requisitos de sustentabilidadeMódulo de Encerramento"
"350","Técnica legislativa aplicada à Receita Federal do Brasil","Direito e Legislação",NULL,"Enap - Escola Nacional de Administração Pública","Receita Federal do Brasil","20","20","Curso Exclusivo","A RFB tem envidado esforços para aprimorar seus processos de trabalho, com o objetivo e a responsabilidade de prestar ao contribuinte, ao cidadão e à sociedade serviços públicos de excelência. Nesse sentido, a partir da identificação da lacuna na competência “Elaboração de atos interpretativos”, entendeu-se necessária a capacitação dos servidores da RFB na temática da técnica legislativa.","Servidores públicos da Secretaria da Receita Federal do Brasil que atuam na formulação de atos normativos. Exclusivo para servidores da RFB. Para o usuário ter acesso ao curso é necessário que você tenha cadastro na EV.G com seu e-mail institucional (@rfb.gov.br ou @receita.fazenda.gov.br ou @receita.economia.gov.br).","Módulo 1 – A legislação e a Técnica LegislativaMódulo 2 – Forma e estrutura das partes do ato normativo"
"328","Decreto nº 10.139/2019 Revisão e Consolidação de Atos Normativos Infralegais","Água e Saneamento / Gestão Pública / Direito e Legislação",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","5","10","Curso Aberto","Capacitar agentes públicos para atuação na revisão e na consolidação dos atos normativos infralegais editados por órgãos e entidades da APF direta, autárquica e fundacional. Trata-se de um tema relevante para o Brasil, pois o Decreto é fundamentado nos princípios da segurança jurídica, da transparência e da simplificação normativa. Além da revisão, a atualização, a simplificação, a consolidação de atos legais, a aplicação do Decreto reduzirá o estoque regulatório, proporcionando segurança jurídica e contribuindo para a desburocratização do Estado e para o desenvolvimento do País.","Agentes públicos, que atuam nos processos de revisão e de consolidação dos atos normativos infralegais editados por órgãos e entidades da administração pública federal direta, autárquica e fundacional, e sociedade em geral. Curso aberto, qualquer pessoa pode se inscrver.","Módulo 1 – A Política Pública de Revisão de Atos Normativos InfralegaisMódulo 2 – Revisão e Consolidação NormativaMódulo 3 – Aspectos Jurídicos do Decreto nº 10.139/2019Módulo 4 – Divulgação e Acompanhamento da Revisão e Consolidação dos Atos Normativos"
"868","Plano Diretor de Logística Sustentável: metodologia de construção, implementação e monitoramento","Água e Saneamento / Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Tribunal de Contas da União","40","30","Curso Aberto","Neste curso você irá conhecer o processo de elaboração, implementação e monitoramento do Plano Diretor de Logística Sustentável, e compreenderá como se dá o estabelecimento dos padrões de desempenho e a aplicação dos indicadores ali previstos, de acordo com a legislação vigente e os normativos de sustentabilidade adotados pelo Tribunal de Contas da União. Atualizado conforme NLCC (lei 14.133).","Servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, gratuito, e com certificado. Qualquer pessoa pode se inscrever.","Módulo 1: Sustentabilidade: percurso conceitual e normativoMódulo 2: Plano Diretor de Logística SustentávelMódulo 3: Metodologia de elaboração do PLSMódulo 4: Implantação e Monitoramento do PLS"
"896","Cobrança pela Prestação do Serviço Público de manejo de RSU","Regulação / Água e Saneamento / Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","ANA - Agência Nacional de Águas e Saneamento Básico","30","30","Curso Aberto","Este curso aborda o conteúdo do Manual Orientativo Sobre a Norma de Referência Nº 1/ANA/2021, que dispõe sobre as regras de cobrança pela prestação do serviço público de manejo de resíduos sólidos urbanos.","Entidades reguladoras do serviço e órgãos de controle, representantes em instância colegiada: comitês de bacias, conselhos etc. Servidores/funcionários de órgão executivo: nacional, estadual, municipal, entidade delegatária/agência de bacia. Sociedade em geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 - O SMRSU, a Regulação e a Política de Cobrança.Módulo 2 - Aspectos Institucionais da Gestão do SMRSU.Módulo 3 - Atividades Para Implementação ou Adequação da Política de Cobrança pelo SMRSU.Módulo 4 - Condições e Elementos Específicos da Regulação do Regime Tarifário."
"519","Elaboração e Avaliação do PPA: bases conceituais","Estratégia e Planejamento / Orçamento e Finanças","Visão de futuro / Gestão para resultados","Enap - Escola Nacional de Administração Pública","Tribunal de Contas do Estado do Rio de Janeiro","20","20","Curso Aberto","Este curso pretende explicitar conceitos necessários à elaboração do planejamento plurianual (PPA), identificando ferramentas e processos auxiliares para uma ação mais eficiente, eficaz e efetiva na construção do planejamento governamental.","Curso destinado aos servidores que atuam na área de planejamento governamental. Servidores públicos de qualquer esfera e Poder. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução ao PPA.Módulo 2: Princípios básicos para elaboração do PPA.Módulo 3: Elementos estruturantes do PPA.Módulo 4: Identificação e tratamento de problemas.Módulo 5: Avaliação de monitoramento do PPA."
"942","Formação de Pregoeiros - Teoria","Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","20","Curso Aberto","Neste curso, você conhecerá os conceitos fundamentais do pregão eletrônico e quais são as suas fases. Além disso, você compreenderá as funcionalidades e procedimentos necessários para operacionalização do pregão no sistema. Quer aprender sobre o assunto? Inscreva-se!","Agentes públicos que atuam ou atuarão nas compras e contratações públicas.","Módulo 1 – Pregão, uma modalidade de licitação (na forma eletrônica)Módulo 2 – Fases do Pregão EletrônicoMódulo 3 – Pregão Eletrônico - Operação parte 1Módulo 4 – Pregão Eletrônico - Operação parte 2"
"392","Processo Legislativo Orçamentário - Orçamento Impositivo","Gestão Pública / Orçamento e Finanças","Gestão para resultados","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","21","30","Curso Aberto","O curso apresenta as principais etapas e particularidades do processo legislativo orçamentário, compreendendo suas características, as competências e atribuições da Comissão Mista de Orçamento do Congresso Nacional, as emendas apresentadas pelo Poder Legislativo, e os sistemas utilizados para supervisão de emendas parlamentares.","Agentes públicos que atuam na gestão orçamentária e interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Características do processo legislativo orçamentárioMódulo 2: O Congresso Nacional e a Comissão Mista de Orçamento - competências e atribuiçõesMódulo 3: As emendas apresentadas pelo poder legislativoMódulo 4: Sistemas para supervisão de emendas parlamentares"
"623","Direito e Atenção à Saúde da Pessoa Idosa","Direitos Humanos / Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Ministério dos Direitos Humanos e Cidadania","35","30","Curso Aberto","Devido à grande melhora da qualidade de vida no século XXI, temos assistido um fator muito interessante chamado transição demográfica. Ele nos mostra que a população idosa tem vivido cada vez mais. Nesse curso você aprenderá como políticas públicas, técnicas de envelhecimento ativo e incentivo à participação social e protagonismo podem garantir direito e uma melhor atenção à saúde do idoso, assegurando uma terceira idade vivida com a qualidade e dignidade merecida por cada indivíduo.","Interessados nas temáticas acerca das políticas de direitos e atenção à saúde da pessoa idosa. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: O envelhecimento no contexto das crises sanitárias e o direito à saúde;Módulo 2: Determinantes sociais de saúde e o envelhecimento ativo;Módulo 3: Relações sociais e integração comunitária como mecanismo para o envelhecimento saudável;Módulo 4: O cuidado e a rede de atenção à saúde da pessoa idosa."
"665","Introdução ao Pensamento de Futuros na Gestão Pública","Políticas Públicas / Estratégia e Planejamento","Visão sistêmica / Visão de futuro / Gestão de crises","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","25","30","Curso Aberto","Seria interessante poder prever o futuro, não é mesmo? Poder ter uma imagem clara de eventos que acontecerão para que pudéssemos ter controle do destino... Hoje, já existe uma área de pesquisa que trabalha com isso: é o campo de Pensamentos de Futuros, que busca entender possíveis cenários futuros para abrandar impactos. Quer saber mais? Acesse o curso e conheça melhor essa temática!","Agentes do setor de gestão pública federal. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução ao Pensamento de Futuros na Gestão Pública;Módulo 2: Visão de Futuro;Módulo 3: Mapeamento de Tendências de Futuros;Módulo 4: Cenários Prospectivos;Módulo 5: Implementação de Estratégia de Longo Prazo."
"410","Estudo Técnico Preliminar Avançado para Contratação de Soluções de TIC","Gestão Pública / Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","20","30","Curso Aberto","Este curso apresenta os principais pontos das leis e normas que tratam das contratações públicas, sobretudo, no que diz respeito ao processo de aquisição de soluções de tecnologia da informação e comunicação (TIC). Tendo como fundamento a transformação digital no serviço público, você encontrará, neste curso, orientações e exemplos que contribuem para elaboração adequada do Estudo Técnico Preliminar (ETP) na contratação de TICs. Quer saber mais? Inscreva-se.","Servidores públicos que atuam no planejamento da contratação de soluções de TIC no âmbito do Sistema de Administração dos Recursos de Tecnologia da Informação (Sisp). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 – Introdução e Conceitos Básicos.Módulo 2 – Elementos do Estudo Técnico Preliminar.Módulo 3 – Estudo Técnico Preliminar na Prática.Módulo 4 – Aspectos Importantes Relativos ao Estudo Técnico Preliminar."
"461","Documentos fiscais aplicados à vigilância e repressão de ações da Receita Federal","Transparência, Controle e Participação / Direito e Legislação","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Receita Federal do Brasil","24","30","Curso Exclusivo","Você conhece os documentos fiscais aplicados à Vigilância e Repressão da Receita Federal do Brasil? Este curso apresenta as noções gerais referentes aos diversos documentos fiscais, sobretudo aqueles que integram o Sistema Público de Escrituração Digital (SPED). Saiba mais, faça sua inscrição!","Servidores da área de Vigilância e Repressão da RFB. Exclusivo para servidores da Receita Federal do Brasil. Para o usuário ter acesso ao curso é necessário que tenha o cadastro na EV.G com seu e-mail institucional (@rfb.gov.br ou @receita.fazenda.gov.br ou @receita.economia.gov.br).","Módulo 1: Visão geral sobre o Sistema Público de Escrituração Digital (SPED)Módulo 2: Nota Fiscal Eletrônica (NF-E)Módulo 3: Conhecimento de transporte eletrônico (CT-E)Módulo 4: Tópicos complementares"
"809","Gerenciamento de Portfólio de Projetos de Transformação Digital","Governo e Transformação Digital / Inovação","Mentalidade digital / Inovação e mudança","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","Que tal ter a experiência de aprender novas ferramentas e assimilar conceitos e técnicas essenciais para ajudar você a organizar e alcançar resultados em projetos de transformação digital que estejam em andamento no seu ambiente de trabalho? Então, matricule-se neste curso e faça parte da transformação digital você também!","Agentes públicos que atuam nos órgãos e entidades do Sistema de Administração dos Recursos de Tecnologia da Informação (SISP). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: O que é o Gerenciamento de Portfólio de Projetos;Módulo 2: Aplicando a Gestão de Portfólio nos Contextos de Transformação Digital;Módulo 3: O Kit de Ferramentas para o Gerenciamento de um Portfólio de Transformação Digital;Módulo 4: Estudo de Casos de Gestão de Portfólio de Transformação Digital."
"782","S2ID - M3 - Usuário Federal - Solicitação de Recursos para Obras de Reconstrução","Políticas Públicas / Gestão Pública / Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","40","30","Curso Aberto","Destina-se a usuários do S2ID, especificamente da esfera federal (Analista Core, Coordenador-Geral CGRR, Diretor DOP e Secretário), servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, qualquer pessoa pode se inscrever.","Destina-se a usuários do S2ID, especificamente da esfera federal (Analista Core, Coordenador-Geral CGRR, Diretor DOP e Secretário), servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, qualquer pessoa pode se inscrever.","Unidade 1 – IntroduçãoUnidade 2 – Acesso ao Módulo de ReconstruçãoUnidade 3 – Análise do Plano de Trabalho v1Unidade 4 – Análise do Plano de Trabalho v2 (Artigo 11)Unidade 5 – Análise do Artigo 13Unidade 6 – Abas Importantes do Eixo de ReconstruçãoUnidade 7 – Acessar a “Visão municipal – Consulta”Unidade 8 – Relatórios"
"364","Gestão do Programa de Voluntariado nas Unidades Organizacionais do ICMBio","Meio Ambiente / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade","40","30","Curso Aberto","O curso, que tem foco nos processos de planejamento, implantação e gestão do Programa de Voluntariado do ICMBio, traz como proposta uma trilha que percorre a relação com o voluntário, o processo de planejamento do Programa, o Sistema de Gestão e todo o processo de gestão desde a preparação para o recebimento do voluntário até a sua avaliação.","Interessados na gestão do programa de voluntariado do ICMBio. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever. Origem","Módulo 1: Contextualização do VoluntariadoMódulo 2: O Voluntário e o Programa de VoluntariadoMódulo 3: Processo de planejamento do Programa de Voluntariado no ICMBioMódulo 4: O Sistema de Gestão do Programa de Voluntariado no ICMBioMódulo 5: Processo de gestão do programa de voluntariado no ICMBio"
"505","Proteção e Defesa Civil: introdução à Política Nacional - Curso 1","Regulação / Água e Saneamento / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","30","30","Curso Aberto","A formação Proteção e Defesa Civil: introdução à Política Nacional - Curso 1 foi desenvolvida em 2021 pelo Ceped (Centro de Estudos e Pesquisas em Engenharia e Defesa Civil) em parceria com a Sedec (Secretaria Nacional de Proteção e Defesa Civil). Faz parte da Capacitação em Proteção e Defesa Civil. O curso foi desenvolvido com o intuito de apresentar a temática Proteção e Defesa Civil, com ênfase na Política Nacional, nos seus principais conceitos e no contexto que a envolve.","Agentes de proteção e defesa civil dos estados e municípios; a sociedade civil e interessados na temática de gestão de risco e de desastres. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: A Proteção e Defesa Civil no BrasilMódulo 2: Conceitos PreliminaresMódulo 3: Contexto dos Desastres"
"865","Sistemas de monitoramento e alerta como suporte à gestão local de riscos e desastres","Políticas Públicas / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","30","30","Curso Aberto","Neste curso você irá conhecer os fundamentos, as potencialidades e os produtos de um Sistema de Monitoramento e Alerta e sua importância para o planejamento de ações preventivas de proteção e defesa civil. Além disso, compreenderá como utilizar os instrumentos de gestão de riscos de desastres na escala local como ferramenta de auxílio no processo de tomada de decisão.","Agentes de proteção e defesa civil dos estados, municípios e demais interessados na temática de gestão de risco e de desastres. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Fundamentos de Sistemas de Monitoramento e Alerta de Desastres;Módulo 2: Sistema Nacional de Informações sobre Desastres;Módulo 3: Instrumentos de Gestão de Riscos de Desastres na Escala Local e Sistemas de Monitoramento e Alerta;Módulo 4: Abordagens Participativas para o Fortalecimento de Sistemas de Monitoramento e Alerta de Desastres"
"216","Acompanhamento e Fiscalização de Contratos Administrativos na Receita Federal do Brasil","Gestão Pública / Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Receita Federal do Brasil","80","80","Curso Aberto","O curso busca capacitar os servidores de todas as Unidades da Receita Federal do Brasil que atuam nas funções de gestão e fiscalização de contratos e busca apresentar boas práticas exigidas nesta atividade.","Servidores ocupantes das funções de Gestores e Fiscais de Contratos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução aos Contratos AdministrativosMódulo 2: Introdução à Legislação aplicada aos Contratos AdministrativosMódulo 3: TerceirizaçãoMódulo 4: Gestão e FiscalizaçãoMódulo 5: Acompanhamento e Fiscalização do Contrato - o que, quando e como fazer"
